,text,emotions
4113,Had a fight with my partner and feeling so hurt and misunderstood. Why is communication so hard?,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 1, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4114,"I'm experiencing really energetic today, like I could conquer the world! My skin is glowing and I actually want to go out tonight.","{'Improved mood': 1, 'Hopefulness': 1, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 1, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 1, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1, 'Gratitude': 1, 'Relief': 1}"
4115,Finally went to therapy and going through vulnerable but proud of myself for taking this step.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4116,Why am I crying at this commercial? I know it's just PMS but these emotions feel so real.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 1, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 1, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4117,"Going through menopause and these mood swings are intense. One moment I'm fine, the next I'm furious.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 1, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 1, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 1, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 1, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4118,"Going through menopause and these mood swings are intense. One moment I'm fine, the next I'm furious.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 1, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0, 'Relief': 1}"
4119,Dating in my 30s is exhausting. Feeling lonely but trying to stay hopeful.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 1, 'Optimism': 0, 'Productivity': 0, 'Clarity': 1, 'Confidence': 0, 'High energy': 1, 'Sociability': 1, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 1, 'Feeling in control': 0}"
4120,Dating in my 30s is exhausting. Feeling lonely but trying to stay hopeful.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 1, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 1, 'Tearfulness': 1, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 1, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0, 'Relief': 1}"
4121,Dating in my 30s is exhausting. Feeling lonely but trying to stay hopeful.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 1, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 1, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 1, 'Feeling overwhelmed': 0, 'Anger or frustration': 1, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 1, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4122,My energy is through the roof and I feel so social. Called three friends just to chat!,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 1, 'Sociability': 1, 'Empowerment': 1, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 1, 'Sexual drive': 1, 'Feeling in control': 0}"
4123,Had a fight with my partner and feel really hurt and misunderstood. Why is communication so hard?,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4124,Took a mental health day and already feeling more in control. Sometimes you just need to pause.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 1, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 1, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 1, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4125,I hate how my period makes me feel so bloated and uncomfortable. I just want to curl up in bed.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 1, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0, 'Relief': 1}"
4126,Started exercising again and the endorphins are real! Feeling motivated and strong.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 1, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4127,Feeling irritable and bloated. Just want to hide under a blanket with chocolate.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4128,"Becoming a mom has brought incredibly many emotions - joy, fear, overwhelming love, and complete exhaustion.","{'Improved mood': 0, 'Hopefulness': 1, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1, 'Gratitude': 1, 'Relief': 1}"
4129,Took a mental health day and already feeling more in control. Sometimes you just need to pause.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1}"
4130,"Going through menopause and these mood swings are intense. One moment I'm fine, the next I'm furious.","{'Improved mood': 1, 'Hopefulness': 1, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 1, 'Clarity': 0, 'Confidence': 0, 'High energy': 1, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 1, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1, 'Gratitude': 1, 'Relief': 1}"
4131,Finally went to therapy and feeling vulnerable but proud of myself for taking this step.,"{'Improved mood': 1, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 1, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1}"
4132,"My best friend just gets me. After our talk, I feel supported and understood.","{'Improved mood': 1, 'Hopefulness': 1, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 1, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1, 'Relief': 1}"
4133,"My best friend just gets me. After our talk, I feel supported and understood.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 1, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4134,Had a fight with my partner and feeling so hurt and misunderstood. Why is communication so hard?,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 1, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0, 'Relief': 1}"
4135,Took a mental health day and already feel more in control. Sometimes you just need to pause.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 1, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 1, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 1, 'Feeling overwhelmed': 0, 'Anger or frustration': 1, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 1, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 1, 'Feeling in control': 0}"
4136,Starting this new job has me feeling anxious but also hopeful. It's scary and exciting at the same time.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 1, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4137,My energy is through the roof and I feel so social. Called three friends just to chat!,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 0, 'Sociability': 1, 'Empowerment': 1, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 1, 'Sexual drive': 1, 'Feeling in control': 0}"
4138,"My best friend just gets me. After our talk, I feel supported and understood.","{'Improved mood': 1, 'Hopefulness': 1, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 1, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0, 'Gratitude': 1, 'Relief': 1}"
4139,"My best friend just gets me. After our talk, I feel supported and understood.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4140,"Becoming a mom has brought so many emotions - joy, fear, overwhelming love, and complete exhaustion.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 1, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4141,Had a fight with my partner and feeling so hurt and misunderstood. Why is communication so hard?,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 1, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4142,"My best friend just gets me. After our talk, I feel supported and understood.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 1, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 1, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1}"
4143,Everything feels possible today. Started two new projects and signed up for that class.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 1, 'Sociability': 1, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 1, 'Feeling in control': 0}"
4144,Finally went to therapy and feeling vulnerable but proud of myself for taking this step.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 1, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 1, 'Sexual drive': 0, 'Feeling in control': 1}"
4145,"Woke up feeling optimistic about everything. Maybe it's just my hormones, but I'll take it!","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1, 'Gratitude': 1}"
4146,Everything feels possible today. Started two new projects and signed up for that class.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 1, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 1, 'Sexual drive': 1, 'Feeling in control': 0}"
4147,Finally feeling clear-headed after last week. I'm ready to tackle that project I've been putting off.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 1, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1}"
4148,"My best friend just gets me. After our talk, I feel supported and understood.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 1, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 1, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 1, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 1, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
4149,Dating in my 30s is exhausting. Feeling lonely but trying to stay hopeful.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 1, 'Low self-esteem': 1, 'Loneliness or Isolation': 1, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0, 'Relief': 1}"
4150,"Going through menopause and these mood swings are intense. One moment I'm fine, the next I'm furious.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 1, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 1, 'Sexual drive': 0, 'Feeling in control': 0}"
4151,Feeling incredibly confident and attractive lately. Is this what they mean by ovulation glow?,"{'Improved mood': 1, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 1, 'Sociability': 0, 'Empowerment': 1, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 1, 'Sexual drive': 1, 'Feeling in control': 0}"
